"","town_number","town_h","year","property_crimes","motor_thefts","drugs","assults","sexual_assult","robberies","spousal","town","total","town_type"
"528",535,"<U+05E4><U+05E1><U+05D5><U+05D8><U+05D4>",2013,15,0,3,10,1,0,6,"FASSUTA",3448,NA
"529",536,"<U+05E4><U+05E7><U+05D9><U+05E2><U+05D9><U+05DF>",2011,42,0,7,15,0,0,2,"PEQI'IN (BUQEI'A)",5973,NA
"530",536,"<U+05E4><U+05E7><U+05D9><U+05E2><U+05D9><U+05DF>",2012,38,0,7,10,1,1,7,"PEQI'IN (BUQEI'A)",5973,NA
"531",536,"<U+05E4><U+05E7><U+05D9><U+05E2><U+05D9><U+05DF>",2013,30,2,4,11,2,0,2,"PEQI'IN (BUQEI'A)",5973,NA
"532",537,"<U+05E4><U+05E8><U+05D3><U+05D9><U+05E1>",2011,91,9,82,54,1,1,18,"FUREIDIS",13085,"arab"
"533",537,"<U+05E4><U+05E8><U+05D3><U+05D9><U+05E1>",2012,126,8,52,54,4,1,16,"FUREIDIS",13085,"arab"
"534",537,"<U+05E4><U+05E8><U+05D3><U+05D9><U+05E1>",2013,125,4,36,58,3,2,20,"FUREIDIS",13085,"arab"
"535",7800,"<U+05E4><U+05E8><U+05D3><U+05E1> <U+05D7><U+05E0><U+05D4>",2011,637,74,128,187,24,10,96,"PARDES HANNA-KARKUR",43026,"jewish"
"536",7800,"<U+05E4><U+05E8><U+05D3><U+05E1> <U+05D7><U+05E0><U+05D4>",2012,747,87,126,162,23,6,92,"PARDES HANNA-KARKUR",43026,"jewish"
"537",7800,"<U+05E4><U+05E8><U+05D3><U+05E1> <U+05D7><U+05E0><U+05D4>",2013,614,100,91,171,19,5,111,"PARDES HANNA-KARKUR",43026,"jewish"
"538",171,"<U+05E4><U+05E8><U+05D3><U+05E1><U+05D9><U+05D4>",2011,96,21,5,18,3,0,16,"PARDESIYYA",6595,NA
"539",171,"<U+05E4><U+05E8><U+05D3><U+05E1><U+05D9><U+05D4>",2012,98,17,9,15,3,1,19,"PARDESIYYA",6595,NA
"540",171,"<U+05E4><U+05E8><U+05D3><U+05E1><U+05D9><U+05D4>",2013,86,9,9,17,5,1,13,"PARDESIYYA",6595,NA
"541",7900,"<U+05E4><U+05EA><U+05D7> <U+05EA><U+05E7><U+05D5><U+05D4>",2011,4957,918,504,1013,110,34,646,"PETAH TIQWA",264093,NA
"542",7900,"<U+05E4><U+05EA><U+05D7> <U+05EA><U+05E7><U+05D5><U+05D4>",2012,5007,1035,399,1116,116,63,727,"PETAH TIQWA",264093,NA
"543",7900,"<U+05E4><U+05EA><U+05D7> <U+05EA><U+05E7><U+05D5><U+05D4>",2013,5289,1126,475,1007,123,65,763,"PETAH TIQWA",264093,NA
"544",1113,"<U+05E6><U+05D5><U+05E8> <U+05D4><U+05D3><U+05E1><U+05D4>",2011,104,28,5,12,0,0,7,"ZUR HADASSA",7074,NA
"545",1113,"<U+05E6><U+05D5><U+05E8> <U+05D4><U+05D3><U+05E1><U+05D4>",2012,93,30,1,13,3,0,12,"ZUR HADASSA",7074,NA
"546",1113,"<U+05E6><U+05D5><U+05E8> <U+05D4><U+05D3><U+05E1><U+05D4>",2013,68,14,6,17,4,2,12,"ZUR HADASSA",7074,NA
"547",276,"<U+05E6><U+05D5><U+05E8> <U+05DE><U+05E9><U+05D4>",2011,35,8,2,4,1,0,3,"ZUR MOSHE",2936,NA
"548",276,"<U+05E6><U+05D5><U+05E8> <U+05DE><U+05E9><U+05D4>",2012,71,15,5,8,1,0,10,"ZUR MOSHE",2936,NA
"549",276,"<U+05E6><U+05D5><U+05E8> <U+05DE><U+05E9><U+05D4>",2013,52,7,3,7,2,0,6,"ZUR MOSHE",2936,NA
"550",8000,"<U+05E6><U+05E4><U+05EA>",2011,543,20,221,233,28,0,118,"ZEFAT",38125,"jewish"
"551",8000,"<U+05E6><U+05E4><U+05EA>",2012,532,13,173,290,43,2,157,"ZEFAT",38125,"jewish"
"552",8000,"<U+05E6><U+05E4><U+05EA>",2013,527,9,141,254,38,4,140,"ZEFAT",38125,"jewish"
"553",3557,"<U+05E7><U+05D3><U+05D5><U+05DE><U+05D9><U+05DD>",2011,25,5,4,9,0,0,2,"QEDUMIM",4779,"jewish"
"554",3557,"<U+05E7><U+05D3><U+05D5><U+05DE><U+05D9><U+05DD>",2012,25,2,5,8,2,2,3,"QEDUMIM",4779,"jewish"
"555",3557,"<U+05E7><U+05D3><U+05D5><U+05DE><U+05D9><U+05DD>",2013,17,1,6,9,3,1,5,"QEDUMIM",4779,"jewish"
"556",195,"<U+05E7><U+05D3><U+05D9><U+05DE><U+05D4> <U+05E6><U+05D5><U+05E8><U+05DF>",2011,490,89,14,52,5,0,53,"QADIMA-ZORAN",22349,NA
"557",195,"<U+05E7><U+05D3><U+05D9><U+05DE><U+05D4> <U+05E6><U+05D5><U+05E8><U+05DF>",2012,349,57,14,46,7,4,37,"QADIMA-ZORAN",22349,NA
"558",195,"<U+05E7><U+05D3><U+05D9><U+05DE><U+05D4> <U+05E6><U+05D5><U+05E8><U+05DF>",2013,293,40,39,63,12,2,44,"QADIMA-ZORAN",22349,NA
"559",1167,"<U+05E7><U+05D9><U+05E1><U+05E8><U+05D9><U+05D4>",2011,229,15,40,23,3,1,20,"QESARIYYA",6204,NA
"560",1167,"<U+05E7><U+05D9><U+05E1><U+05E8><U+05D9><U+05D4>",2012,338,15,49,27,3,2,12,"QESARIYYA",6204,NA
"561",1167,"<U+05E7><U+05D9><U+05E1><U+05E8><U+05D9><U+05D4>",2013,255,18,38,29,4,1,15,"QESARIYYA",6204,NA
"562",638,"<U+05E7><U+05DC><U+05E0><U+05E1><U+05D5><U+05D4>",2011,157,29,68,95,8,4,41,"QALANSAWE",22794,"arab"
"563",638,"<U+05E7><U+05DC><U+05E0><U+05E1><U+05D5><U+05D4>",2012,192,43,59,111,3,6,52,"QALANSAWE",22794,"arab"
"564",638,"<U+05E7><U+05DC><U+05E0><U+05E1><U+05D5><U+05D4>",2013,202,50,34,111,3,2,53,"QALANSAWE",22794,"arab"
"565",4100,"<U+05E7><U+05E6><U+05E8><U+05D9><U+05DF>",2011,117,1,51,41,3,1,25,"QAZRIN",8231,"jewish"
"566",4100,"<U+05E7><U+05E6><U+05E8><U+05D9><U+05DF>",2012,109,2,37,48,5,0,20,"QAZRIN",8231,"jewish"
"567",4100,"<U+05E7><U+05E6><U+05E8><U+05D9><U+05DF>",2013,92,3,30,42,4,0,21,"QAZRIN",8231,"jewish"
"568",9500,"<U+05E7><U+05E8> <U+05D1><U+05D9><U+05D0><U+05DC><U+05D9><U+05E7>",2011,1248,112,172,258,33,25,149,"QIRYAT BIALIK",44261,NA
"569",9500,"<U+05E7><U+05E8> <U+05D1><U+05D9><U+05D0><U+05DC><U+05D9><U+05E7>",2012,1180,74,128,220,31,24,147,"QIRYAT BIALIK",44261,NA
"570",9500,"<U+05E7><U+05E8> <U+05D1><U+05D9><U+05D0><U+05DC><U+05D9><U+05E7>",2013,997,40,129,277,22,20,197,"QIRYAT BIALIK",44261,NA
"571",8200,"<U+05E7><U+05E8> <U+05DE><U+05D5><U+05E6><U+05E7><U+05D9><U+05DF>",2011,884,56,180,211,27,18,164,"QIRYAT MOTZKIN",47497,NA
"572",8200,"<U+05E7><U+05E8> <U+05DE><U+05D5><U+05E6><U+05E7><U+05D9><U+05DF>",2012,809,63,117,192,34,19,159,"QIRYAT MOTZKIN",47497,NA
"573",8200,"<U+05E7><U+05E8> <U+05DE><U+05D5><U+05E6><U+05E7><U+05D9><U+05DF>",2013,657,24,144,185,22,15,147,"QIRYAT MOTZKIN",47497,NA
"574",2620,"<U+05E7><U+05E8><U+05D9><U+05EA> <U+05D0><U+05D5><U+05E0><U+05D5>",2011,479,107,42,75,12,3,63,"QIRYAT ONO",40890,NA
"575",2620,"<U+05E7><U+05E8><U+05D9><U+05EA> <U+05D0><U+05D5><U+05E0><U+05D5>",2012,519,116,44,112,8,5,71,"QIRYAT ONO",40890,NA
"576",2620,"<U+05E7><U+05E8><U+05D9><U+05EA> <U+05D0><U+05D5><U+05E0><U+05D5>",2013,573,78,49,92,13,3,73,"QIRYAT ONO",40890,NA
"577",3611,"<U+05E7><U+05E8><U+05D9><U+05EA> <U+05D0><U+05E8><U+05D1><U+05E2>",2011,89,4,21,50,7,1,27,"QIRYAT ARBA",8003,NA
"578",3611,"<U+05E7><U+05E8><U+05D9><U+05EA> <U+05D0><U+05E8><U+05D1><U+05E2>",2012,62,5,22,34,7,0,20,"QIRYAT ARBA",8003,NA
"579",3611,"<U+05E7><U+05E8><U+05D9><U+05EA> <U+05D0><U+05E8><U+05D1><U+05E2>",2013,58,4,26,28,7,0,15,"QIRYAT ARBA",8003,NA
"580",6800,"<U+05E7><U+05E8><U+05D9><U+05EA> <U+05D0><U+05EA><U+05D0>",2011,1432,134,337,331,39,27,214,"QIRYAT ATTA",62573,"jewish"
"581",6800,"<U+05E7><U+05E8><U+05D9><U+05EA> <U+05D0><U+05EA><U+05D0>",2012,1278,89,260,304,26,23,202,"QIRYAT ATTA",62573,"jewish"
"582",6800,"<U+05E7><U+05E8><U+05D9><U+05EA> <U+05D0><U+05EA><U+05D0>",2013,1094,50,302,356,33,16,211,"QIRYAT ATTA",62573,"jewish"
"583",2630,"<U+05E7><U+05E8><U+05D9><U+05EA> <U+05D2><U+05EA>",2011,978,120,143,319,45,14,182,"QIRYAT GAT",59050,"jewish"
"584",2630,"<U+05E7><U+05E8><U+05D9><U+05EA> <U+05D2><U+05EA>",2012,993,121,134,336,40,14,180,"QIRYAT GAT",59050,"jewish"
"585",2630,"<U+05E7><U+05E8><U+05D9><U+05EA> <U+05D2><U+05EA>",2013,807,90,146,365,51,15,229,"QIRYAT GAT",59050,"jewish"
"586",2300,"<U+05E7><U+05E8><U+05D9><U+05EA> <U+05D8><U+05D1><U+05E2><U+05D5><U+05DF>",2011,424,55,30,64,16,5,34,"QIRYAT TIV'ON",18034,NA
"587",2300,"<U+05E7><U+05E8><U+05D9><U+05EA> <U+05D8><U+05D1><U+05E2><U+05D5><U+05DF>",2012,302,45,33,52,12,4,27,"QIRYAT TIV'ON",18034,NA
"588",2300,"<U+05E7><U+05E8><U+05D9><U+05EA> <U+05D8><U+05D1><U+05E2><U+05D5><U+05DF>",2013,331,22,23,50,7,6,23,"QIRYAT TIV'ON",18034,NA
"589",9600,"<U+05E7><U+05E8><U+05D9><U+05EA> <U+05D9><U+05DD>",2011,889,62,231,231,27,19,157,"QIRYAT YAM",45669,"jewish"
"590",9600,"<U+05E7><U+05E8><U+05D9><U+05EA> <U+05D9><U+05DD>",2012,826,61,269,261,21,23,171,"QIRYAT YAM",45669,"jewish"
"591",9600,"<U+05E7><U+05E8><U+05D9><U+05EA> <U+05D9><U+05DD>",2013,766,30,314,254,22,23,183,"QIRYAT YAM",45669,"jewish"
"592",1137,"<U+05E7><U+05E8><U+05D9><U+05EA> <U+05D9><U+05E2><U+05E8><U+05D9><U+05DD>",2011,20,0,6,10,3,0,2,"QIRYAT YE'ARIM",5760,NA
"593",1137,"<U+05E7><U+05E8><U+05D9><U+05EA> <U+05D9><U+05E2><U+05E8><U+05D9><U+05DD>",2012,14,0,2,6,1,0,4,"QIRYAT YE'ARIM",5760,NA
"594",1137,"<U+05E7><U+05E8><U+05D9><U+05EA> <U+05D9><U+05E2><U+05E8><U+05D9><U+05DD>",2013,12,1,5,4,1,0,3,"QIRYAT YE'ARIM",5760,NA
"595",1034,"<U+05E7><U+05E8><U+05D9><U+05EA> <U+05DE><U+05DC><U+05D0><U+05DB><U+05D9>",2011,518,65,33,180,20,11,100,"QIRYAT MAL'AKHI",24608,"jewish"
"596",1034,"<U+05E7><U+05E8><U+05D9><U+05EA> <U+05DE><U+05DC><U+05D0><U+05DB><U+05D9>",2012,473,65,60,194,30,5,126,"QIRYAT MAL'AKHI",24608,"jewish"
"597",1034,"<U+05E7><U+05E8><U+05D9><U+05EA> <U+05DE><U+05DC><U+05D0><U+05DB><U+05D9>",2013,518,60,56,210,28,11,110,"QIRYAT MAL'AKHI",24608,"jewish"
"598",469,"<U+05E7><U+05E8><U+05D9><U+05EA> <U+05E2><U+05E7><U+05E8><U+05D5><U+05DF>",2011,358,65,14,49,6,5,32,"QIRYAT EQRON",11223,"jewish"
"599",469,"<U+05E7><U+05E8><U+05D9><U+05EA> <U+05E2><U+05E7><U+05E8><U+05D5><U+05DF>",2012,331,57,28,63,9,3,34,"QIRYAT EQRON",11223,"jewish"
"600",469,"<U+05E7><U+05E8><U+05D9><U+05EA> <U+05E2><U+05E7><U+05E8><U+05D5><U+05DF>",2013,324,50,31,50,8,5,34,"QIRYAT EQRON",11223,"jewish"
"601",2800,"<U+05E7><U+05E8><U+05D9><U+05EA> <U+05E9><U+05DE><U+05D5><U+05E0><U+05D4>",2011,353,7,112,116,16,3,60,"QIRYAT SHEMONA",24513,"jewish"
"602",2800,"<U+05E7><U+05E8><U+05D9><U+05EA> <U+05E9><U+05DE><U+05D5><U+05E0><U+05D4>",2012,341,6,140,147,19,2,89,"QIRYAT SHEMONA",24513,"jewish"
"603",2800,"<U+05E7><U+05E8><U+05D9><U+05EA> <U+05E9><U+05DE><U+05D5><U+05E0><U+05D4>",2013,364,11,97,148,23,0,80,"QIRYAT SHEMONA",24513,"jewish"
"604",3640,"<U+05E7><U+05E8><U+05E0><U+05D9><U+05E9><U+05D5><U+05DE><U+05E8><U+05D5><U+05DF>",2011,93,15,5,18,4,1,9,"QARNE SHOMERON",8073,NA
"605",3640,"<U+05E7><U+05E8><U+05E0><U+05D9><U+05E9><U+05D5><U+05DE><U+05E8><U+05D5><U+05DF>",2012,92,15,7,25,6,0,19,"QARNE SHOMERON",8073,NA
"606",3640,"<U+05E7><U+05E8><U+05E0><U+05D9><U+05E9><U+05D5><U+05DE><U+05E8><U+05D5><U+05DF>",2013,74,9,14,32,2,1,17,"QARNE SHOMERON",8073,NA
"607",543,"<U+05E8><U+05D0><U+05DE><U+05D4>",2011,53,6,24,33,2,1,6,"RAME",8609,"arab"
"608",543,"<U+05E8><U+05D0><U+05DE><U+05D4>",2012,59,1,17,28,1,4,4,"RAME",8609,"arab"
"609",543,"<U+05E8><U+05D0><U+05DE><U+05D4>",2013,48,3,42,36,1,1,11,"RAME",8609,"arab"
"610",2640,"<U+05E8><U+05D0><U+05E9> <U+05D4><U+05E2><U+05D9><U+05DF>",2011,549,65,77,178,29,3,122,"ROSH HAAYIN",52940,NA
"611",2640,"<U+05E8><U+05D0><U+05E9> <U+05D4><U+05E2><U+05D9><U+05DF>",2012,636,99,82,190,26,5,110,"ROSH HAAYIN",52940,NA
"612",2640,"<U+05E8><U+05D0><U+05E9> <U+05D4><U+05E2><U+05D9><U+05DF>",2013,802,130,63,189,17,8,108,"ROSH HAAYIN",52940,NA
"613",26,"<U+05E8><U+05D0><U+05E9> <U+05E4><U+05E0><U+05D4>",2011,114,11,45,26,9,0,5,"ROSH PINNA",3267,NA
"614",26,"<U+05E8><U+05D0><U+05E9> <U+05E4><U+05E0><U+05D4>",2012,82,2,25,12,2,0,8,"ROSH PINNA",3267,NA
"615",26,"<U+05E8><U+05D0><U+05E9> <U+05E4><U+05E0><U+05D4>",2013,74,1,31,21,2,0,3,"ROSH PINNA",3267,NA
"616",8300,"<U+05E8><U+05D0><U+05E9><U+05DC>""<U+05E6>",2011,5732,921,452,1112,115,72,688,"RISHON LEZIYYON",267116,"jewish"
"617",8300,"<U+05E8><U+05D0><U+05E9><U+05DC>""<U+05E6>",2012,4938,741,548,1042,132,73,734,"RISHON LEZIYYON",267116,"jewish"
"618",8300,"<U+05E8><U+05D0><U+05E9><U+05DC>""<U+05E6>",2013,4980,682,512,1068,127,73,732,"RISHON LEZIYYON",267116,"jewish"
"619",1161,"<U+05E8><U+05D4><U+05D8>",2011,376,25,72,209,8,6,31,"RAHAT",63371,"arab"
"620",1161,"<U+05E8><U+05D4><U+05D8>",2012,348,17,47,291,16,6,53,"RAHAT",63371,"arab"
"621",1161,"<U+05E8><U+05D4><U+05D8>",2013,356,12,83,324,10,11,63,"RAHAT",63371,"arab"
"622",8400,"<U+05E8><U+05D7><U+05D5><U+05D1><U+05D5><U+05EA>",2011,2502,285,318,457,51,41,299,"REHOVOT",149439,"jewish"
"623",8400,"<U+05E8><U+05D7><U+05D5><U+05D1><U+05D5><U+05EA>",2012,2234,282,347,442,84,36,242,"REHOVOT",149439,"jewish"
"624",8400,"<U+05E8><U+05D7><U+05D5><U+05D1><U+05D5><U+05EA>",2013,2128,279,405,502,79,31,336,"REHOVOT",149439,"jewish"
"625",542,"<U+05E8><U+05D9><U+05E0><U+05D4>",2011,83,4,6,64,0,2,12,"REINE",16677,NA
"626",542,"<U+05E8><U+05D9><U+05E0><U+05D4>",2012,68,5,12,59,4,1,14,"REINE",16677,NA
"627",542,"<U+05E8><U+05D9><U+05E0><U+05D4>",2013,67,6,19,70,4,0,28,"REINE",16677,NA
"628",922,"<U+05E8><U+05DB><U+05E1><U+05D9><U+05DD>",2011,104,7,7,35,7,2,30,"REKHASIM",11912,NA
"629",922,"<U+05E8><U+05DB><U+05E1><U+05D9><U+05DD>",2012,105,7,19,38,5,1,17,"REKHASIM",11912,NA
"630",922,"<U+05E8><U+05DB><U+05E1><U+05D9><U+05DD>",2013,77,2,13,34,9,0,16,"REKHASIM",11912,NA
"631",8500,"<U+05E8><U+05DE><U+05DC><U+05D4>",2011,2154,251,509,595,58,51,307,"RAMLA",80561,"mixed"
"632",8500,"<U+05E8><U+05DE><U+05DC><U+05D4>",2012,2317,346,404,541,52,101,257,"RAMLA",80561,"mixed"
"633",8500,"<U+05E8><U+05DE><U+05DC><U+05D4>",2013,1874,290,369,671,64,54,328,"RAMLA",80561,"mixed"
"634",8600,"<U+05E8><U+05DE><U+05EA> <U+05D2><U+05DF>",2011,3327,466,392,558,85,32,334,"RAMAT GAN",164043,"jewish"
"635",8600,"<U+05E8><U+05DE><U+05EA> <U+05D2><U+05DF>",2012,3266,508,334,603,66,37,385,"RAMAT GAN",164043,"jewish"
"636",8600,"<U+05E8><U+05DE><U+05EA> <U+05D2><U+05DF>",2013,3256,447,409,549,85,38,313,"RAMAT GAN",164043,"jewish"
"637",2650,"<U+05E8><U+05DE><U+05EA> <U+05D4><U+05E9><U+05E8><U+05D5><U+05DF>",2011,808,104,61,116,18,3,58,"RAMAT HASHARON",50541,"jewish"
"638",2650,"<U+05E8><U+05DE><U+05EA> <U+05D4><U+05E9><U+05E8><U+05D5><U+05DF>",2012,920,116,154,121,16,3,82,"RAMAT HASHARON",50541,"jewish"
"639",2650,"<U+05E8><U+05DE><U+05EA> <U+05D4><U+05E9><U+05E8><U+05D5><U+05DF>",2013,769,43,153,104,13,5,72,"RAMAT HASHARON",50541,"jewish"
"640",122,"<U+05E8><U+05DE><U+05EA> <U+05D9><U+05E9><U+05D9>",2011,184,17,9,33,8,3,19,"RAMAT YISHAY",7877,NA
"641",122,"<U+05E8><U+05DE><U+05EA> <U+05D9><U+05E9><U+05D9>",2012,162,17,10,30,3,2,21,"RAMAT YISHAY",7877,NA
"642",122,"<U+05E8><U+05DE><U+05EA> <U+05D9><U+05E9><U+05D9>",2013,103,10,15,23,2,2,17,"RAMAT YISHAY",7877,NA
"643",8700,"<U+05E8><U+05E2><U+05E0><U+05E0><U+05D4>",2011,1354,190,66,245,25,7,153,"RA'ANANA",87131,NA
"644",8700,"<U+05E8><U+05E2><U+05E0><U+05E0><U+05D4>",2012,1620,196,74,206,21,6,132,"RA'ANANA",87131,NA
"645",8700,"<U+05E8><U+05E2><U+05E0><U+05E0><U+05D4>",2013,1315,140,69,212,31,6,107,"RA'ANANA",87131,NA
"646",913,"<U+05E9><U+05D1><U+05DC><U+05D9>-<U+05D0> <U+05D2><U+05E0><U+05DD>",2011,48,2,4,45,1,0,4,"SHIBLI",6452,NA
"647",913,"<U+05E9><U+05D1><U+05DC><U+05D9>-<U+05D0> <U+05D2><U+05E0><U+05DD>",2012,55,3,8,62,0,6,14,"SHIBLI",6452,NA
"648",913,"<U+05E9><U+05D1><U+05DC><U+05D9>-<U+05D0> <U+05D2><U+05E0><U+05DD>",2013,49,3,14,37,3,0,17,"SHIBLI",6452,NA
"649",1286,"<U+05E9><U+05D2><U+05D1>-<U+05E9><U+05DC><U+05D5><U+05DD>",2011,76,1,34,29,1,2,17,"SEGEV-SHALOM",10091,NA
"650",1286,"<U+05E9><U+05D2><U+05D1>-<U+05E9><U+05DC><U+05D5><U+05DD>",2012,70,4,21,44,2,1,10,"SEGEV-SHALOM",10091,NA
"651",1286,"<U+05E9><U+05D2><U+05D1>-<U+05E9><U+05DC><U+05D5><U+05DD>",2013,89,10,29,64,4,3,22,"SEGEV-SHALOM",10091,NA
"652",1031,"<U+05E9><U+05D3><U+05E8><U+05D5><U+05EA>",2011,459,39,135,198,18,2,124,"SEDEROT",27080,"jewish"
"653",1031,"<U+05E9><U+05D3><U+05E8><U+05D5><U+05EA>",2012,411,23,156,175,15,7,101,"SEDEROT",27080,"jewish"
"654",1031,"<U+05E9><U+05D3><U+05E8><U+05D5><U+05EA>",2013,373,30,166,177,25,7,118,"SEDEROT",27080,"jewish"
"655",1304,"<U+05E9><U+05D5><U+05D4><U+05DD>",2011,279,89,5,24,2,1,24,"SHOHAM",21723,NA
"656",1304,"<U+05E9><U+05D5><U+05D4><U+05DD>",2012,246,40,9,27,5,1,25,"SHOHAM",21723,NA
"657",1304,"<U+05E9><U+05D5><U+05D4><U+05DD>",2013,204,14,38,29,4,2,18,"SHOHAM",21723,NA
"658",658,"<U+05E9><U+05D9><U+05D7>  <U+05D3><U+05E0><U+05D5><U+05DF>",2011,22,0,3,12,1,0,3,"SHEIKH DANNUN",2860,NA
"659",658,"<U+05E9><U+05D9><U+05D7>  <U+05D3><U+05E0><U+05D5><U+05DF>",2012,28,0,1,17,1,1,4,"SHEIKH DANNUN",2860,NA
"660",658,"<U+05E9><U+05D9><U+05D7>  <U+05D3><U+05E0><U+05D5><U+05DF>",2013,25,0,7,12,0,0,4,"SHEIKH DANNUN",2860,NA
"661",3641,"<U+05E9><U+05D9><U+05DC><U+05D4>",2011,21,8,10,11,3,0,1,"SHILO",4148,"jewish"
"662",3641,"<U+05E9><U+05D9><U+05DC><U+05D4>",2012,16,4,5,4,0,0,2,"SHILO",4148,"jewish"
"663",3641,"<U+05E9><U+05D9><U+05DC><U+05D4>",2013,23,1,6,6,0,0,0,"SHILO",4148,"jewish"
"664",1337,"<U+05E9><U+05D9><U+05DE><U+05E9><U+05D9><U+05EA>",2011,27,3,2,1,0,0,0,NA,2690,NA
"665",1337,"<U+05E9><U+05D9><U+05DE><U+05E9><U+05D9><U+05EA>",2012,37,1,0,2,0,0,3,NA,2690,NA
"666",1337,"<U+05E9><U+05D9><U+05DE><U+05E9><U+05D9><U+05EA>",2013,10,0,3,3,0,0,1,NA,2690,NA
"667",812,"<U+05E9><U+05DC><U+05D5><U+05DE><U+05D9>",2011,92,3,38,42,3,0,26,"SHELOMI",6909,"jewish"
"668",812,"<U+05E9><U+05DC><U+05D5><U+05DE><U+05D9>",2012,63,3,3,35,3,1,30,"SHELOMI",6909,"jewish"
"669",812,"<U+05E9><U+05DC><U+05D5><U+05DE><U+05D9>",2013,62,0,16,33,2,0,27,"SHELOMI",6909,"jewish"
"670",538,"<U+05E9><U+05E2><U+05D1>",2011,40,3,34,22,3,0,5,"SHA'AB",7132,NA
"671",538,"<U+05E9><U+05E2><U+05D1>",2012,58,0,32,42,1,0,15,"SHA'AB",7132,NA
"672",538,"<U+05E9><U+05E2><U+05D1>",2013,58,0,23,36,3,1,16,"SHA'AB",7132,NA
"673",3720,"<U+05E9><U+05E2><U+05E8><U+05D9> <U+05EA><U+05E7><U+05D5><U+05D4>",2011,27,2,3,5,1,0,4,"SHA'ARE TIQWA",5902,NA
"674",3720,"<U+05E9><U+05E2><U+05E8><U+05D9> <U+05EA><U+05E7><U+05D5><U+05D4>",2012,54,3,3,14,2,0,9,"SHA'ARE TIQWA",5902,NA
"675",3720,"<U+05E9><U+05E2><U+05E8><U+05D9> <U+05EA><U+05E7><U+05D5><U+05D4>",2013,49,8,16,13,1,0,5,"SHA'ARE TIQWA",5902,NA
"676",8800,"<U+05E9><U+05E4><U+05E8><U+05E2><U+05DD>",2011,434,60,128,228,6,4,54,"SHEFAR'AM",41089,"arab"
"677",8800,"<U+05E9><U+05E4><U+05E8><U+05E2><U+05DD>",2012,412,46,98,213,13,6,74,"SHEFAR'AM",41089,"arab"
"678",8800,"<U+05E9><U+05E4><U+05E8><U+05E2><U+05DD>",2013,381,18,107,210,17,5,62,"SHEFAR'AM",41089,"arab"
"679",5000,"<U+05EA>""<U+05D0> -<U+05D9><U+05E4><U+05D5>",2011,21388,2436,3268,3418,392,588,1517,"TEL AVIV - YAFO",533986,NA
"680",5000,"<U+05EA>""<U+05D0> -<U+05D9><U+05E4><U+05D5>",2012,21870,2548,2578,3510,435,882,1490,"TEL AVIV - YAFO",533986,NA
"681",5000,"<U+05EA>""<U+05D0> -<U+05D9><U+05E4><U+05D5>",2013,20746,2039,2830,3580,411,807,1540,"TEL AVIV - YAFO",533986,NA
"682",154,"<U+05EA><U+05DC> <U+05DE><U+05D5><U+05E0><U+05D3>",2011,289,43,76,75,6,3,34,"TEL MOND",13587,NA
"683",154,"<U+05EA><U+05DC> <U+05DE><U+05D5><U+05E0><U+05D3>",2012,160,18,146,54,7,0,32,"TEL MOND",13587,NA
"684",154,"<U+05EA><U+05DC> <U+05DE><U+05D5><U+05E0><U+05D3>",2013,203,17,138,81,15,0,29,"TEL MOND",13587,NA
"685",1054,"<U+05EA><U+05DC> <U+05E9><U+05D1><U+05E2>",2011,149,13,34,78,4,1,14,"TEL SHEVA",19675,"arab"
"686",1054,"<U+05EA><U+05DC> <U+05E9><U+05D1><U+05E2>",2012,124,4,52,97,2,1,22,"TEL SHEVA",19675,"arab"
"687",1054,"<U+05EA><U+05DC> <U+05E9><U+05D1><U+05E2>",2013,175,4,67,113,6,4,34,"TEL SHEVA",19675,"arab"
"688",709,"<U+05EA><U+05E4><U+05E8><U+05D7>",2011,30,2,0,1,1,0,0,"TIFRAH",2239,NA
"689",709,"<U+05EA><U+05E4><U+05E8><U+05D7>",2012,24,6,1,4,2,0,1,"TIFRAH",2239,NA
"690",709,"<U+05EA><U+05E4><U+05E8><U+05D7>",2013,15,0,6,3,0,0,0,"TIFRAH",2239,NA
